Date ,Open ,High ,Low ,Close ,Prev. Close ,Change ,% Change ,Open_Nify,High_Nifty,Low_Nifty,Close_nifty
28-Mar-25,13.3,13.61,12.5725,12.72,13.3,-0.58,-4.36,23341.1,23565.15,23136.4,23165.7
01-Apr-25,12.7175,14.0525,12.7175,13.78,12.72,1.06,8.33,23192.6,23350,23158.45,23332.35
02-Apr-25,13.7825,14.1425,13.5125,13.72,13.78,-0.06,-0.44,23150.3,23306.5,23145.8,23250.1
03-Apr-25,13.7225,14.1075,13.41,13.6,13.72,-0.12,-0.87,23190.4,23214.7,22857.45,22904.45
04-Apr-25,13.6,14.2475,13.395,13.76,13.6,0.16,1.18,21758.4,22254,21743.65,22161.6
07-Apr-25,13.755,23.1875,13.755,22.79,13.76,9.03,65.63,22446.75,22697.2,22270.85,22535.85
08-Apr-25,22.7925,22.7925,19.3825,20.44,22.79,-2.35,-10.31,22460.3,22468.7,22353.25,22399.15
09-Apr-25,20.4425,21.7475,19.6975,21.43,20.44,0.99,4.84,22695.4,22923.9,22695.4,22828.55
11-Apr-25,21.43,21.43,18.855,20.11,21.43,-1.32,-6.16,23368.35,23368.35,23207,23328.55
15-Apr-25,20.1075,20.1075,15.9725,16.13,20.11,-3.98,-19.79,23344.1,23452.2,23273.05,23437.2
16-Apr-25,16.125,16.125,15.115,15.87,16.13,-0.26,-1.61,23401.85,23872.35,23298.55,23851.65
17-Apr-25,15.865,16.4625,15.09,15.47,15.865,-2.49,23401.85,23872.35,23298.55,23851.65
21-Apr-25,15.4675,16.3325,14.2175,15.52,15.4675,0.34,23949.15,24189.55,23903.65,24125.55
22-Apr-25,15.515,16.0075,14.54,15.23,15.515,-1.84,24185.4,24242.6,24072,24167.25
23-Apr-25,15.23,16.5175,12.8425,15.96,15.23,4.79,24357.6,24359.3,24119.95,24328.95
24-Apr-25,15.96,16.7625,15.5525,16.25,15.96,1.82,24277.9,24347.85,24216.15,24246.7
25-Apr-25,16.25,17.575,15.915,17.16,16.25,5.6,24289,24365.45,23847.85,24039.35
28-Apr-25,17.1575,18.0725,16.6225,16.94,17.1575,-1.27,24070.25,24355.1,24054.05,24328.5
29-Apr-25,16.94,17.585,16.065,17.37,16.94,2.54,24370.7,24457.65,24290.75,24335.95
30-Apr-25,17.37,18.56,15.985,18.22,17.37,4.89,24342.05,24396.15,24198.75,24334.2
02-May-25,18.2225,18.8625,17.35,18.26,18.2225,0.21,24311.9,24589.15,24238.5,24346.7
05-May-25,18.2575,18.795,18.0675,18.34,18.2575,0.45,24419.5,24526.4,24400.65,24461.15
06-May-25,18.3375,19.3025,17.9875,19,18.3375,3.61,24500.75,24509.65,24331.8,24379.6
07-May-25,18.995,19.73,18.365,19.06,18.995,0.34,24233.3,24449.6,24220,24414.4
08-May-25,19.06,21.8925,18.1525,21.01,19.06,10.23,24431.5,24447.25,24150.2,24273.8
09-May-25,21.0075,22.7475,21.0025,21.63,21.0075,2.96,23935.75,24164.25,23935.75,24008
12-May-25,21.6325,21.6325,17.2075,18.39,21.6325,-14.99,24420.1,24944.8,24378.85,24924.7
13-May-25,18.3925,18.9025,17.8925,18.2,18.3925,-1.05,24864.05,24973.8,24547.5,24578.35
14-May-25,18.2,19.2425,17.0825,17.23,18.2,-5.33,24613.8,24767.55,24535.55,24666.9
15-May-25,17.225,17.6725,16.72,16.89,17.225,-1.94,24694.45,25116.25,24494.45,25062.1
16-May-25,16.8925,17.055,16.215,16.55,16.8925,-2.03,25064.65,25070,24953.05,25019.8
19-May-25,16.55,17.4475,15.8275,17.36,16.55,4.89,25005.35,25062.95,24916.65,24945.45
20-May-25,17.355,17.66,15.9675,17.39,17.355,0.2,24996.2,25010.35,24669.7,24683.9
21-May-25,17.385,17.9975,17.0425,17.55,17.385,0.95,24744.25,24946.2,24685.35,24813.45
22-May-25,17.5475,18.2025,16.705,17.26,17.5475,-1.64,24733.95,24737.5,24462.4,24609.7
23-May-25,17.2575,17.5225,15.485,17.28,17.2575,0.13,24639.5,24909.05,24614.05,24853.15
26-May-25,17.2775,18.4125,16.0575,18.02,17.2775,4.3,24919.35,25079.2,24900.5,25001.15
27-May-25,18.02,19.185,17.42,18.54,18.02,2.89,24956.65,25062.9,24704.1,24826.2
28-May-25,18.535,19.035,17.875,18.02,18.535,-2.78,24832.5,24864.25,24737.05,24752.45
29-May-25,18.0175,18.0175,16.2075,16.42,18.0175,-8.87,24825.1,24892.6,24677.3,24833.6
30-May-25,16.42,16.545,15.2875,16.08,16.42,-2.07,24812.6,24863.95,24717.4,24750.7
02-Jun-25,16.0775,17.7275,16.0775,17.16,16.0775,6.73,24669.7,24754.4,24526.15,24716.6
03-Jun-25,17.1575,17.7275,16.2575,16.56,17.1575,-3.48,24786.3,24845.1,24502.15,24542.5
04-Jun-25,16.555,17.06,15.63,15.75,16.555,-4.86,24560.45,24644.25,24530.45,24620.2
05-Jun-25,15.745,15.9325,14.9825,15.08,15.745,-4.22,24691.2,24899.85,24613.1,24750.9
06-Jun-25,15.0825,15.61,14.3675,14.63,15.0825,-3,24748.7,25029.5,24671.45,25003.05
09-Jun-25,14.63,15.52,14.63,14.69,14.63,0.41,25160.1,25160.1,25077.15,25103.2
10-Jun-25,14.6925,14.74,13.9325,14.02,14.6925,-4.58,25196.05,25199.3,25055.45,25104.25
11-Jun-25,14.015,14.155,13.5575,13.67,14.015,-2.46,25134.15,25222.4,25081.3,25141.4
12-Jun-25,13.6675,14.2725,13.13,14.02,13.6675,2.58,25164.45,25196.2,24825.9,24888.2
13-Jun-25,14.015,15.975,14.015,15.08,14.015,7.6,24473,24754.35,24473,24718.6
16-Jun-25,15.08,15.4725,14.5525,14.84,15.08,-1.59,24732.35,24967.1,24703.6,24946.5
17-Jun-25,14.8375,15.0225,14.3,14.4,14.8375,-2.95,24977.85,24982.05,24813.7,24853.4
18-Jun-25,14.4025,14.8175,14.105,14.28,14.4025,-0.85,24788.35,24947.55,24750.45,24812.05
19-Jun-25,14.275,14.37,13.74,14.26,14.275,-0.11,24803.25,24863.1,24733.4,24793.25
20-Jun-25,14.255,14.255,13.3225,13.67,14.255,-4.1,24787.65,25136.2,24783.65,25112.4
23-Jun-25,13.6725,14.5225,13.6625,14.05,13.6725,2.76,24939.75,25057,24824.85,24971.9
24-Jun-25,14.0475,14.3425,13.3075,13.64,14.0475,-2.9,25179.9,25317.7,24999.7,25044.35
25-Jun-25,13.6425,13.6425,12.9,12.96,13.6425,-5,25150.35,25266.8,25125.05,25244.75
26-Jun-25,12.9625,13.33,12.515,12.59,12.9625,-2.87,25268.95,25565.3,25259.9,25549
27-Jun-25,12.59,12.9225,12.3225,12.39,12.59,-1.59,25576.65,25654.2,25523.55,25637.8
30-Jun-25,12.3875,13.0275,12.3875,12.79,12.3875,3.25,25661.65,25669.35,25473.3,25517.05
01-Jul-25,12.785,12.9925,12.4375,12.53,12.785,-1.99,25551.35,25593.4,25501.8,25541.8
02-Jul-25,12.5275,12.6625,12.34,12.45,12.5275,-0.62,25588.3,25608.1,25378.75,25453.4
03-Jul-25,12.445,12.66,12.19,12.39,12.445,-0.44,25505.1,25587.5,25384.35,25405.3
04-Jul-25,12.385,12.6975,12.24,12.32,12.385,-0.52,25428.85,25470.25,25331.65,25461
07-Jul-25,12.315,12.79,11.94,12.56,12.315,1.99,25450.45,25489.8,25407.25,25461.3
08-Jul-25,12.56,12.71,12.055,12.2,12.56,-2.87,25427.85,25548.05,25424.15,25522.5
09-Jul-25,12.195,12.355,11.75,11.94,12.195,-2.09,25514.6,25548.7,25424.35,25476.1
10-Jul-25,11.94,12.1875,11.6125,11.67,11.94,-2.26,25511.65,25524.05,25340.45,25355.25
11-Jul-25,11.6725,12.1225,11.535,11.82,11.6725,1.26,25255.5,25322.45,25129,25149.85
14-Jul-25,11.8175,12.42,11.8175,11.98,11.8175,1.38,25149.5,25151.1,25001.95,25082.3
15-Jul-25,11.98,12.025,11.405,11.48,11.98,-4.17,25089.5,25245.2,25088.45,25195.8
16-Jul-25,11.48,11.6675,11.1975,11.24,11.48,-2.09,25196.6,25255.3,25121.05,25212.05
17-Jul-25,11.24,11.5425,10.7275,11.24,11.24,0,25230.75,25238.35,25101,25111.45
18-Jul-25,11.2425,11.86,9.9,11.39,11.2425,1.31,25108.55,25144.6,24918.65,24968.4
21-Jul-25,11.3925,11.9425,11.0875,11.2,11.3925,-1.69,24999,25111.4,24882.3,25090.7
22-Jul-25,11.2025,11.2275,10.6875,10.75,11.2025,-4.04,25166.65,25182,25035.55,25060.9
23-Jul-25,10.7525,10.7525,10.22,10.52,10.7525,-2.16,25139.35,25233.5,25085.5,25219.9
24-Jul-25,10.515,11.105,9.8675,10.72,10.515,1.95,25243.3,25246.25,25018.7,25062.1
25-Jul-25,10.7225,11.5825,10.6125,11.28,10.7225,5.2,25010.35,25010.35,24806.35,24837
28-Jul-25,11.275,12.23,10.325,12.06,11.275,6.96,24782.45,24889.2,24646.6,24680.9

