,Date,FIIcall,FIIput,FIIFuture,FIIFutOI,FIICash,DIIcash
178,03 Dec 2024,-50366.0,1433.0,16970.0,-72379.0,3665.0,-251.0
177,04 Dec 2024,-50366.0,1433.0,16970.0,-72379.0,1798.0,-901.0
176,05 Dec 2024,-50366.0,1433.0,16970.0,-72379.0,8540.0,-2304.0
175,06 Dec 2024,-50366.0,1433.0,16970.0,-72379.0,-1830.0,1659.0
174,09 Dec 2024,-50366.0,1433.0,16970.0,-72379.0,724.0,-1654.0
173,10 Dec 2024,-50366.0,1433.0,16970.0,-72379.0,1286.0,606.0
172,11 Dec 2024,-50366.0,1433.0,16970.0,-72379.0,-1012.0,2008.0
171,12 Dec 2024,-50366.0,1433.0,16970.0,-72379.0,-3560.0,2647.0
170,13 Dec 2024,-50366.0,1433.0,16970.0,-72379.0,2335.0,-732.0
169,16 Dec 2024,-50366.0,1433.0,16970.0,-72379.0,-279.0,-234.0
168,17 Dec 2024,-50366.0,1433.0,16970.0,-72379.0,-6410.0,2706.0
167,18 Dec 2024,-50366.0,1433.0,16970.0,-72379.0,-1317.0,4084.0
166,19 Dec 2024,-50366.0,1433.0,16970.0,-72379.0,-4225.0,3934.0
165,20 Dec 2024,-50366.0,1433.0,16970.0,-72379.0,-3598.0,1374.0
164,23 Dec 2024,-50366.0,1433.0,16970.0,-72379.0,-169.0,2228.0
163,24 Dec 2024,-50366.0,1433.0,16970.0,-72379.0,-2454.0,2819.0
162,26 Dec 2024,-50366.0,1433.0,16970.0,-72379.0,-2376.0,3336.0
161,27 Dec 2024,-50366.0,1433.0,16970.0,-72379.0,-1323.0,2544.0
160,30 Dec 2024,-50366.0,1433.0,16970.0,-72379.0,-1893.0,2174.0
159,02 Jan 2025,-50366.0,1433.0,16970.0,-72379.0,1507.0,22.0
158,03 Jan 2025,-50366.0,1433.0,16970.0,-72379.0,-4227.0,821.0
157,06 Jan 2025,-50366.0,1433.0,16970.0,-72379.0,-2575.0,5750.0
156,07 Jan 2025,-50366.0,1433.0,16970.0,-72379.0,-1491.0,1615.0
155,08 Jan 2025,-50366.0,1433.0,16970.0,-72379.0,-3362.0,2716.0
154,09 Jan 2025,-50366.0,1433.0,16970.0,-72379.0,-7176.0,7640.0
153,10 Jan 2025,-50366.0,1433.0,16970.0,-72379.0,-2255.0,3962.0
152,13 Jan 2025,-50366.0,1433.0,16970.0,-72379.0,-4893.0,8066.0
151,14 Jan 2025,-50366.0,1433.0,16970.0,-72379.0,-8132.0,7901.0
150,15 Jan 2025,-50366.0,1433.0,16970.0,-72379.0,-4533.0,3683.0
149,16 Jan 2025,-50366.0,1433.0,16970.0,-72379.0,-4342.0,2929.0
148,17 Jan 2025,-50366.0,1433.0,16970.0,-72379.0,-3318.0,2573.0
147,20 Jan 2025,-50366.0,1433.0,16970.0,-72379.0,-4337.0,4322.0
146,21 Jan 2025,-50366.0,1433.0,16970.0,-72379.0,-5920.0,3500.0
145,22 Jan 2025,-50366.0,1433.0,16970.0,-72379.0,-4026.0,3640.0
144,23 Jan 2025,-50366.0,1433.0,16970.0,-72379.0,-5463.0,3713.0
143,24 Jan 2025,-50366.0,1433.0,16970.0,-72379.0,-2758.0,2402.0
142,27 Jan 2025,-50366.0,1433.0,16970.0,-72379.0,-5015.0,6642.0
141,28 Jan 2025,-50366.0,1433.0,16970.0,-72379.0,-4920.0,6814.0
140,29 Jan 2025,-50366.0,1433.0,16970.0,-72379.0,-2586.0,1793.0
139,30 Jan 2025,-50366.0,1433.0,16970.0,-72379.0,-4583.0,2166.0
138,31 Jan 2025,-50366.0,1433.0,16970.0,-72379.0,-1189.0,2232.0
137,01 Feb 2025,-50366.0,1433.0,16970.0,-72379.0,-1327.0,824.0
136,02 Feb 2025,-50366.0,1433.0,16970.0,-72379.0,-3958.0,2708.0
135,03 Feb 2025,-50366.0,1433.0,16970.0,-72379.0,-3958.0,2708.0
134,04 Feb 2025,-50366.0,1433.0,16970.0,-72379.0,809.0,-431.0
133,05 Feb 2025,-50366.0,1433.0,16970.0,-72379.0,-1683.0,996.0
132,06 Feb 2025,-50366.0,1433.0,16970.0,-72379.0,-3550.0,2722.0
131,07 Feb 2025,-50366.0,1433.0,16970.0,-72379.0,-470.0,454.0
130,10 Feb 2025,-50366.0,1433.0,16970.0,-72379.0,-2464.0,1516.0
129,11 Feb 2025,-50366.0,1433.0,16970.0,-72379.0,-4486.0,4002.0
128,12 Feb 2025,-50366.0,1433.0,16970.0,-72379.0,-4969.0,5929.0
127,13 Feb 2025,-50366.0,1433.0,16970.0,-72379.0,-2790.0,2935.0
126,14 Feb 2025,-50366.0,1433.0,16970.0,-72379.0,-4295.0,4364.0
125,17 Feb 2025,-50366.0,1433.0,16970.0,-72379.0,-3938.0,4760.0
124,18 Feb 2025,-50366.0,1433.0,16970.0,-72379.0,4787.0,3072.0
123,19 Feb 2025,-50366.0,1433.0,16970.0,-72379.0,-1881.0,1958.0
122,20 Feb 2025,-50366.0,1433.0,16970.0,-72379.0,-3312.0,3908.0
121,21 Feb 2025,-50366.0,1433.0,16970.0,-72379.0,-3449.0,2885.0
120,24 Feb 2025,-50366.0,1433.0,16970.0,-72379.0,-6287.0,5186.0
119,25 Feb 2025,-50366.0,1433.0,16970.0,-72379.0,-3529.0,3039.0
118,27 Feb 2025,-50366.0,1433.0,16970.0,-72379.0,-557.0,1727.0
117,28 Feb 2025,-50366.0,1433.0,16970.0,-72379.0,-11639.0,12308.0
116,03 Mar 2025,-50366.0,1433.0,16970.0,-72379.0,-4788.0,8791.0
115,04 Mar 2025,-50366.0,1433.0,16970.0,-72379.0,-3406.0,4851.0
114,05 Mar 2025,-50366.0,1433.0,16970.0,-72379.0,-2895.0,3371.0
113,06 Mar 2025,-50366.0,1433.0,16970.0,-72379.0,-2377.0,1618.0
112,07 Mar 2025,-50366.0,1433.0,16970.0,-72379.0,-2035.0,2320.0
111,10 Mar 2025,-50366.0,1433.0,16970.0,-72379.0,-485.0,264.0
110,11 Mar 2025,-50366.0,1433.0,16970.0,-72379.0,-2824.0,2002.0
109,12 Mar 2025,-50366.0,1433.0,16970.0,-72379.0,-1628.0,1510.0
108,13 Mar 2025,-50366.0,1433.0,16970.0,-72379.0,-793.0,1724.0
107,17 Mar 2025,-50366.0,1433.0,16970.0,-72379.0,-4488.0,6001.0
106,18 Mar 2025,-50366.0,1433.0,16970.0,-72379.0,1463.0,2028.0
105,19 Mar 2025,-50366.0,1433.0,16970.0,-72379.0,-1097.0,2141.0
104,20 Mar 2025,-50366.0,1433.0,16970.0,-72379.0,3239.0,-3136.0
103,21 Mar 2025,-50366.0,1433.0,16970.0,-72379.0,7470.0,-3202.0
102,24 Mar 2025,-50366.0,1433.0,16970.0,-72379.0,3056.0,99.0
101,25 Mar 2025,-50366.0,1433.0,16970.0,-72379.0,5372.0,-2769.0
100,26 Mar 2025,-50366.0,1433.0,16970.0,-72379.0,2241.0,-696.0
99,27 Mar 2025,-50366.0,1433.0,16970.0,-72379.0,11111.0,2518.0
98,28 Mar 2025,-50366.0,1433.0,16970.0,-72379.0,-4353.0,7646.0
97,01 Apr 2025,-50366.0,1433.0,16970.0,-72379.0,-5902.0,4323.0
96,02 Apr 2025,-50366.0,1433.0,16970.0,-72379.0,-1539.0,2809.0
95,03 Apr 2025,-50366.0,1433.0,16970.0,-72379.0,-2806.0,221.0
94,04 Apr 2025,-50366.0,1433.0,16970.0,-72379.0,-3484.0,1720.0
93,07 Apr 2025,-50366.0,1433.0,16970.0,-72379.0,-9040.0,12122.0
92,08 Apr 2025,-50366.0,1433.0,16970.0,-72379.0,-4994.0,3097.0
91,09 Apr 2025,-50366.0,1433.0,16970.0,-72379.0,-4358.0,2977.0
90,11 Apr 2025,-50366.0,1433.0,16970.0,-72379.0,-2513.0,3759.0
89,15 Apr 2025,-50366.0,1433.0,16970.0,-72379.0,6066.0,-1952.0
88,16 Apr 2025,-50366.0,1433.0,16970.0,-72379.0,3936.0,-2513.0
87,17 Apr 2025,-50366.0,1433.0,16970.0,-72379.0,4668.0,-2006.0
86,21 Apr 2025,-50366.0,1433.0,16970.0,-72379.0,1970.0,247.0
85,22 Apr 2025,-50366.0,1433.0,16970.0,-72379.0,1290.0,-866.0
84,23 Apr 2025,-50366.0,1433.0,16970.0,-72379.0,3333.0,-1234.0
83,24 Apr 2025,-50366.0,1433.0,16970.0,-72379.0,8251.0,-535.0
82,25 Apr 2025,-50366.0,1433.0,16970.0,-72379.0,2952.0,2540.0
81,28 Apr 2025,-50366.0,1433.0,16970.0,-72379.0,2474.0,2818.0
80,29 Apr 2025,-50366.0,1433.0,16970.0,-72379.0,2386.0,1369.0
79,30 Apr 2025,-50366.0,1433.0,16970.0,-72379.0,51.0,1792.0
78,02 May 2025,-50366.0,1433.0,16970.0,-72379.0,2770.0,3970.0
77,05 May 2025,-50366.0,1433.0,16970.0,-72379.0,498.0,2789.0
76,06 May 2025,-50366.0,1433.0,16970.0,-72379.0,3795.0,-1398.0
75,07 May 2025,-50366.0,1433.0,16970.0,-72379.0,2586.0,2378.0
74,08 May 2025,-50366.0,1433.0,16970.0,-72379.0,2008.0,-596.0
73,09 May 2025,-50366.0,1433.0,16970.0,-72379.0,-3799.0,7278.0
72,12 May 2025,-50366.0,1433.0,16970.0,-72379.0,1246.0,1448.0
71,13 May 2025,-50366.0,1433.0,16970.0,-72379.0,-477.0,4274.0
70,14 May 2025,-50366.0,1433.0,16970.0,-72379.0,932.0,316.0
69,15 May 2025,-50366.0,1433.0,16970.0,-72379.0,5393.0,-1668.0
68,16 May 2025,-50366.0,1433.0,16970.0,-72379.0,8831.0,5187.0
67,19 May 2025,-50366.0,1433.0,16970.0,-72379.0,-526.0,-238.0
66,20 May 2025,-50366.0,1433.0,16970.0,-72379.0,-10016.0,6738.0
65,21 May 2025,-50366.0,1433.0,16970.0,-72379.0,2202.0,684.0
64,22 May 2025,-50366.0,1433.0,16970.0,-72379.0,-5045.0,3715.0
63,23 May 2025,-50366.0,1433.0,16970.0,-72379.0,1795.0,300.0
62,26 May 2025,-50366.0,1433.0,16970.0,-72379.0,136.0,1746.0
61,27 May 2025,-50366.0,1433.0,16970.0,-72379.0,348.0,10105.0
60,28 May 2025,-50366.0,1433.0,16970.0,-72379.0,4663.0,7912.0
59,29 May 2025,-50366.0,1433.0,16970.0,-72379.0,884.0,4287.0
58,30 May 2025,-50366.0,1433.0,16970.0,-72379.0,-6450.0,9096.0
57,02 Jun 2025,-50366.0,1433.0,16970.0,-72379.0,-2589.0,5314.0
56,03 Jun 2025,-50366.0,1433.0,16970.0,-72379.0,-2854.0,5908.0
55,04 Jun 2025,-50366.0,1433.0,16970.0,-72379.0,1076.0,2567.0
54,05 Jun 2025,-50366.0,1433.0,16970.0,-72379.0,-208.0,2382.0
53,06 Jun 2025,-50366.0,1433.0,16970.0,-72379.0,1010.0,9342.0
52,09 Jun 2025,-50366.0,1433.0,16970.0,-72379.0,1993.0,3504.0
51,10 Jun 2025,-50366.0,1433.0,16970.0,-72379.0,2302.0,1113.0
50,11 Jun 2025,-50366.0,1433.0,16970.0,-72379.0,-446.0,1585.0
49,12 Jun 2025,-50366.0,1433.0,16970.0,-72379.0,-3831.0,9394.0
48,13 Jun 2025,-50366.0,1433.0,16970.0,-72379.0,-1263.0,3041.0
47,16 Jun 2025,-50366.0,1433.0,16970.0,-72379.0,-2539.0,5781.0
46,17 Jun 2025,-50366.0,1433.0,16970.0,-72379.0,1483.0,8207.0
45,18 Jun 2025,-50366.0,1433.0,16970.0,-72379.0,891.0,1091.0
44,19 Jun 2025,-50366.0,1433.0,16970.0,-72379.0,935.0,606.0
43,20 Jun 2025,-50366.0,1433.0,16970.0,-72379.0,7941.0,-3050.0
42,23 Jun 2025,-50366.0,1433.0,16970.0,-72379.0,-1874.0,5592.0
41,24 Jun 2025,-50366.0,1433.0,16970.0,-72379.0,-5266.0,5210.0
40,25 Jun 2025,-50366.0,1433.0,16970.0,-72379.0,-2428.0,2373.0
39,26 Jun 2025,-50366.0,1433.0,16970.0,-72379.0,12594.0,-195.0
38,27 Jun 2025,-50366.0,1433.0,16970.0,-72379.0,1397.0,-589.0
37,30 Jun 2025,-50366.0,1433.0,16970.0,-72379.0,-832.0,3497.0
36,01 Jul 2025,-50366.0,1433.0,16970.0,-72379.0,-1970.0,771.0
35,02 Jul 2025,-50366.0,1433.0,16970.0,-72379.0,-1562.0,3037.0
34,03 Jul 2025,-50366.0,1433.0,16970.0,-72379.0,-1481.0,1333.0
33,04 Jul 2025,-50366.0,1433.0,16970.0,-72379.0,-760.0,-1029.0
32,07 Jul 2025,-50366.0,1433.0,16970.0,-72379.0,321.0,1853.0
31,08 Jul 2025,-50366.0,1433.0,16970.0,-72379.0,-26.0,1367.0
30,09 Jul 2025,-50366.0,1433.0,16970.0,-72379.0,77.0,921.0
29,10 Jul 2025,-50366.0,1433.0,16970.0,-72379.0,221.0,591.0
28,11 Jul 2025,-50366.0,1433.0,16970.0,-72379.0,-5104.0,3559.0
27,14 Jul 2025,-50366.0,1433.0,16970.0,-72379.0,-1614.0,1788.0
26,15 Jul 2025,-50366.0,1433.0,16970.0,-72379.0,120.0,1555.0
25,16 Jul 2025,-50366.0,1433.0,16970.0,-72379.0,-1858.0,1224.0
24,17 Jul 2025,-50366.0,1433.0,16970.0,-72379.0,-3694.0,2821.0
23,18 Jul 2025,-50366.0,1433.0,16970.0,-72379.0,375.0,2105.0
22,21 Jul 2025,-50366.0,1433.0,16970.0,-72379.0,-1681.0,3578.0
21,22 Jul 2025,-50366.0,1433.0,16970.0,-72379.0,-3549.0,5240.0
20,23 Jul 2025,-50366.0,1433.0,16970.0,-72379.0,-4209.0,4359.0
19,24 Jul 2025,-50366.0,1433.0,16970.0,-72379.0,-2134.0,2617.0
18,25 Jul 2025,-50366.0,1433.0,16970.0,-72379.0,-1980.0,2139.0
17,28 Jul 2025,-50366.0,1433.0,16970.0,-72379.0,-6082.0,6765.0
16,29 Jul 2025,-50366.0,1433.0,16970.0,-72379.0,-4637.0,6147.0
15,30 Jul 2025,-50366.0,1433.0,16970.0,-72379.0,-850.0,1829.0
14,31 Jul 2025,-50366.0,1433.0,16970.0,-72379.0,-5589.0,6373.0
13,01 Aug 2025,-50366.0,1433.0,16970.0,-72379.0,-3366.0,3187.0
12,04 Aug 2025,-50366.0,1433.0,16970.0,-72379.0,-2567.0,4386.0
11,05 Aug 2025,-50366.0,1433.0,16970.0,-72379.0,-22.0,3840.0
10,07 Aug 2025,-50366.0,1433.0,16970.0,-72379.0,-4997.0,10860.0
9,08 Aug 2025,-50366.0,1433.0,16970.0,-72379.0,1993.0,7724.0
8,11 Aug 2025,-50366.0,1433.0,16970.0,-72379.0,-1203.0,5972.0
7,12 Aug 2025,-50366.0,1433.0,16970.0,-72379.0,-3399.0,3508.0
6,13 Aug 2025,-50366.0,1433.0,16970.0,-72379.0,-3644.0,5624.0
5,14 Aug 2025,-50366.0,1433.0,16970.0,-72379.0,-1927.0,3896.0
4,18 Aug 2025,-50366.0,1433.0,16970.0,-72379.0,551.0,4104.0
3,19 Aug 2025,-50366.0,1433.0,16970.0,-72379.0,-634.0,2261.0
2,20 Aug 2025,-50366.0,1433.0,16970.0,-72379.0,-1100.0,1806.0
1,21 Aug 2025,-50366.0,1433.0,16970.0,-72379.0,-1247.0,2546.0
0,22 Aug 2025,-50366.0,1433.0,16970.0,-72379.0,-1623.0,-329.0
