TATACOFFEE,           Ratio_name Ratio_value company_name
5              fs_roa           0    TATAELXSI
6           f_accrual           0    TATAELXSI
7               lever           0    TATAELXSI
8              liquid           0    TATAELXSI
9   equity_repurchase           0    TATAELXSI
10         asset_turn           1    TATAELXSI
11          fs_margin           0    TATAELXSI
METROPOLIS,           Ratio_name Ratio_value company_name
0       margin_growth     0.85159   METROPOLIS
1       margin_safety     11.0492   METROPOLIS
2             ROA_pos           1   METROPOLIS
3               fcfta           1   METROPOLIS
4         accrual_pos           1   METROPOLIS
5              fs_roa           1   METROPOLIS
6           f_accrual           0   METROPOLIS
7               lever           0   METROPOLIS
8              liquid           0   METROPOLIS
9   equity_repurchase           0   METROPOLIS
10         asset_turn           0   METROPOLIS
11          fs_margin           1   METROPOLIS
ACC,           Ratio_name Ratio_value company_name
0       margin_growth    0.927173          ACC
1       margin_safety     4.24503          ACC
2             ROA_pos           1          ACC
3               fcfta           0          ACC
4         accrual_pos           1          ACC
5              fs_roa           0          ACC
6           f_accrual           0          ACC
7               lever           0          ACC
8              liquid           0          ACC
9   equity_repurchase           1          ACC
10         asset_turn           0          ACC
11          fs_margin           1          ACC
AFFLE,           Ratio_name Ratio_value company_name
0       margin_growth     0.73225        AFFLE
1       margin_safety     9.21914        AFFLE
2             ROA_pos           1        AFFLE
3               fcfta           0        AFFLE
4         accrual_pos           0        AFFLE
5              fs_roa           1        AFFLE
6           f_accrual           0        AFFLE
7               lever           0        AFFLE
8              liquid           1        AFFLE
9   equity_repurchase           0        AFFLE
10         asset_turn           0        AFFLE
11          fs_margin           0        AFFLE
CHALET,           Ratio_name Ratio_value company_name
0       margin_growth     1.24798       CHALET
1       margin_safety    0.423428       CHALET
2             ROA_pos           0       CHALET
3               fcfta           0       CHALET
4         accrual_pos           0       CHALET
5              fs_roa           0       CHALET
6           f_accrual           0       CHALET
7               lever           0       CHALET
8              liquid           0       CHALET
9   equity_repurchase           1       CHALET
10         asset_turn           0       CHALET
11          fs_margin           0       CHALET
SUNTECK,           Ratio_name Ratio_value company_name
0       margin_growth     1.09198      SUNTECK
1       margin_safety    0.986148      SUNTECK
2             ROA_pos           1      SUNTECK
3               fcfta           0      SUNTECK
4         accrual_pos           0      SUNTECK
5              fs_roa           0      SUNTECK
6           f_accrual           0      SUNTECK
7               lever           1      SUNTECK
8              liquid           0      SUNTECK
9   equity_repurchase           0      SUNTECK
10         asset_turn           0      SUNTECK
11          fs_margin           0      SUNTECK
NETWORK18,           Ratio_name Ratio_value company_name
0       margin_growth     0.71469    NETWORK18
1       margin_safety    0.124421    NETWORK18
2             ROA_pos           1    NETWORK18
3               fcfta           1    NETWORK18
4         accrual_pos           1    NETWORK18
5              fs_roa           1    NETWORK18
6           f_accrual           0    NETWORK18
7               lever           1    NETWORK18
8              liquid           0    NETWORK18
9   equity_repurchase           0    NETWORK18
10         asset_turn           0    NETWORK18
11          fs_margin           1    NETWORK18
TATASTEEL,           Ratio_name Ratio_value company_name
0       margin_growth     1.01724    TATASTEEL
1       margin_safety    0.291658    TATASTEEL
2             ROA_pos           1    TATASTEEL
3               fcfta           0    TATASTEEL
4         accrual_pos           0    TATASTEEL
5              fs_roa           1    TATASTEEL
6           f_accrual           0    TATASTEEL
7               lever           1    TATASTEEL
8              liquid           1    TATASTEEL
9   equity_repurchase           0    TATASTEEL
10         asset_turn           0    TATASTEEL
11          fs_margin           1    TATASTEEL
NAM-INDIA,           Ratio_name Ratio_value company_name
0       margin_growth    0.947429    NAM-INDIA
1       margin_safety     4.33303    NAM-INDIA
2             ROA_pos           1    NAM-INDIA
3               fcfta           0    NAM-INDIA
4         accrual_pos           0    NAM-INDIA
5              fs_roa           1    NAM-INDIA
6           f_accrual           0    NAM-INDIA
7               lever           1    NAM-INDIA
8              liquid           1    NAM-INDIA
9   equity_repurchase           0    NAM-INDIA
10         asset_turn           0    NAM-INDIA
11          fs_margin           1    NAM-INDIA
KNRCON,           Ratio_name Ratio_value company_name
0       margin_growth    0.801123       KNRCON
1       margin_safety     5.36371       KNRCON
2             ROA_pos           1       KNRCON
3               fcfta           1       KNRCON
4         accrual_pos           1       KNRCON
5              fs_roa           1       KNRCON
6           f_accrual           0       KNRCON
7               lever           1       KNRCON
8              liquid           0       KNRCON
9   equity_repurchase           0       KNRCON
10         asset_turn           0       KNRCON
11          fs_margin           0       KNRCON
BLUEDART,           Ratio_name Ratio_value company_name
0       margin_growth    0.809263     BLUEDART
1       margin_safety     2.72896     BLUEDART
2             ROA_pos           1     BLUEDART
3               fcfta           1     BLUEDART
4         accrual_pos           0     BLUEDART
5              fs_roa           1     BLUEDART
6           f_accrual           0     BLUEDART
7               lever           1     BLUEDART
8              liquid           1     BLUEDART
9   equity_repurchase           0     BLUEDART
10         asset_turn           0     BLUEDART
11          fs_margin           1     BLUEDART
TRITURBINE,           Ratio_name Ratio_value company_name
0       margin_growth    0.977091   TRITURBINE
1       margin_safety     2.07213   TRITURBINE
2             ROA_pos           1   TRITURBINE
3               fcfta           0   TRITURBINE
4         accrual_pos           0   TRITURBINE
5              fs_roa           0   TRITURBINE
6           f_accrual           0   TRITURBINE
7               lever           1   TRITURBINE
8              liquid           1   TRITURBINE
9   equity_repurchase           1   TRITURBINE
10         asset_turn           0   TRITURBINE
11          fs_margin           1   TRITURBINE
BALRAMCHIN,           Ratio_name Ratio_value company_name
0       margin_growth    0.877361   BALRAMCHIN
1       margin_safety     1.76218   BALRAMCHIN
2             ROA_pos           1   BALRAMCHIN
3               fcfta           0   BALRAMCHIN
4         accrual_pos           0   BALRAMCHIN
5              fs_roa           0   BALRAMCHIN
6           f_accrual           0   BALRAMCHIN
7               lever           1   BALRAMCHIN
8              liquid           0   BALRAMCHIN
9   equity_repurchase           0   BALRAMCHIN
10         asset_turn           0   BALRAMCHIN
11          fs_margin           1   BALRAMCHIN
PERSISTENT,           Ratio_name Ratio_value company_name
0       margin_growth    0.921666   PERSISTENT
1       margin_safety     6.15097   PERSISTENT
2             ROA_pos           1   PERSISTENT
3               fcfta           1   PERSISTENT
4         accrual_pos           1   PERSISTENT
5              fs_roa           1   PERSISTENT
6           f_accrual           0   PERSISTENT
7               lever           0   PERSISTENT
